"stock #","on website & classifieds","category","status","year","manufacturer","model","brand","title","price","sales price","website only price","hidden price","msrp","vin#","condition","location country","location region","location city","location postal code","location_phone","description","length","width","height","weight (lbs)","gvwr (lbs)","axle capacity (lbs)","payload capacity (lbs)","overall length","min width","min height","axles","subttile","sleeping capacity","slideouts","pull type","construction","is tilt","ramps","living quarters","conversion company","side wall height","custom conversion company","roof type","nose type","color","is rental","weekly rate","daily rate","monthly rate","external link","shortwall length","stalls","manger","configuration","midtack","admin-unit cost","admin-shipping cost","admin-prep cost","admin-total cost","admin-min sell price","admin-notes","is on special","is featured","created at date","append images on import","number of images","images"
"TB25640","Yes","trailer.flatbed","Available","2023","Big Tex Trailers","16GN 35+5","","2023 Big Tex Trailers 16GN 35+5 Flatbed Trailer","$20925.00","$20499.00","$0.00","$0.00","$23413.94","16V3F482XP6190359","New","US","CO","Parker","80134","3038414910","16GN SUPER DUTY SINGLE WHEEL TANDEM AXLE*<BR/> STANDARD FEATURES<BR/> MADE IN U.S.A.<BR/> The 16GN from Big Tex Trailers is our super-duty single-wheel gooseneck delivering more cargo capacity without the need for dual-wheel axles. This model combines the Big Tex features you know and love like a pierced beam low-profile high tensile steel frame dual 12000# drop-leg jacks an integrated toolbox and Dexter Axles. Plus its also available with versatile Mega ramps - providing a professional-grade trailer that packs the punch you need for hard work at an exceptional value.<br/> 2-5/16 ADJUSTABLE PIPE COUPLER<BR/> 7-WAY RV<BR/> ZIP BREAKAWAY CABLE<BR/> COMPLETE BREAK-A-WAY SYSTEM W/ CHARGER<BR/> SEALED MODULAR WIRING HARNESS<BR/> DUAL 12000LB DROP LEG JACKS (BOLTED ON) W/ GREASABLE HANDLE<BR/> LOCKABLE TOOLBOX BETWEEN GN UPRIGHTS<BR/>WINCH SLIDE TRACK<BR/> (2) SIDE BED STEPS & HANDLES<BR/> 102 OVERALL WIDTH<BR/> LOW PROFILE PIERCED-BEAM FRAME DESIGN<BR/> 3/8 HEAVY DUTY RUB RAIL<BR/> STAKE POCKETS ALONG SIDES 24 ON CENTER<BR/> 1-1/4 PIPE CHAIN SPOOLS BETWEEN TIE DOWN POCKETS<BR/> EZ LUBE HUBS<BR/> DEXTER D80N 8000LB OIL BATH AXLES<BR/> NEV-R-ADJUST ELECTRIC BRAKES ON ALL HUBS<BR/> SPARE TIRE MOUNT (TOP OF NECK)<BR/> RADIAL TIRES<BR/> 5 DOVETAIL W/ 5 MEGA RAMPS<BR/> GROMMET MOUNT SEALED LIGHTING<BR/> L.E.D. LIGHTING PACKAGE<BR/> STEEL IS CLEANED TO ENSURE PROFESSIONAL SMOOTH FINISH<BR/> SUPERIOR QUALITY FINISH IS APPLIED FOR A HIGHLY DECORATIVE AND PROTECTIVE FINISH<BR/> CASH CHECK OR FINANCED PRICE<BR/> FINANCING AVAILABLE TO THOSE WHO QUALIFY<BR/> NOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS<BR/>","40.00 ft","8.50 ft","","6330.00","17500.00","","11170","","","","2","","","","2-5/16","","","","","","","","","","Black","","","","","","","","","","","","","","0","","","Yes","No","2022-05-19T02:01:45-05:00","0","8","http://dealer-cdn.com/yWOEQR/CJhlSa/530b177940ced0ba0106b22f67ae6cba,http://dealer-cdn.com/yWOEQR/evMJii/1507538a3226fc16c8016abddf61ccbb,http://dealer-cdn.com/yWOEQR/Okn6Iq/ec975d245f7c30132a92f63ee456c0e2,http://dealer-cdn.com/yWOEQR/yzllxY/76552c0c9cd150e818c7ef5bc6de1bee,http://dealer-cdn.com/yWOEQR/HMoQ7s/25db2f9a48e726e9ec3cf6c2a28473f0,http://dealer-cdn.com/yWOEQR/6mfWlc/11add0a8dde0e04310f33073b2f52b5c,http://dealer-cdn.com/yWOEQR/hARlSK/b09c5ca519dd0637e2f2e8fcda891bb8,http://dealer-cdn.com/yWOEQR/F5rTqi/0497fe2e18dc5a86a21a920b366bc65c"
"TB25641","Yes","trailer.flatbed","Available","2022","Big Tex Trailers","16GN-40","","2022 Big Tex Trailers 16GN-40 Flatbed Trailer","$23795.00","$23375.00","$0.00","$0.00","$26081.20","16V3F4826N6175564","New","US","CO","Parker","80134","3038414910","16GN SUPER DUTY SINGLE WHEEL TANDEM AXLE*<BR/> STANDARD FEATURES<BR/> MADE IN U.S.A.<BR/> The 16GN from Big Tex Trailers is our super-duty single-wheel gooseneck delivering more cargo capacity without the need for dual-wheel axles. This model combines the Big Tex features you know and love like a pierced beam low-profile high tensile steel frame dual 12000# drop-leg jacks an integrated toolbox and Dexter Axles. Plus its also available with versatile Mega ramps - providing a professional-grade trailer that packs the punch you need for hard work at an exceptional value.<br/> 2-5/16 ADJUSTABLE PIPE COUPLER<BR/> 7-WAY RV<BR/> ZIP BREAKAWAY CABLE<BR/> COMPLETE BREAK-A-WAY SYSTEM W/ CHARGER<BR/> SEALED MODULAR WIRING HARNESS<BR/> DUAL 12000LB DROP LEG JACKS (BOLTED ON) W/ GREASABLE HANDLE<BR/> LOCKABLE TOOLBOX BETWEEN GN UPRIGHTS<BR/>LOCKABLE TOOLBOX SIDE MOUNT<BR/> (2) SIDE BED STEPS & HANDLES<BR/> 102 OVERALL WIDTH<BR/> LOW PROFILE PIERCED-BEAM FRAME DESIGN<BR/> 3/8 HEAVY DUTY RUB RAIL<BR/>WINCH SLIDE TRACK<BR/> STAKE POCKETS ALONG SIDES 24 ON CENTER<BR/> 1-1/4 PIPE CHAIN SPOOLS BETWEEN TIE DOWN POCKETS<BR/> EZ LUBE HUBS<BR/> DEXTER D80N 8000LB OIL BATH TORSION AXLES<BR/> NEV-R-ADJUST ELECTRIC BRAKES ON ALL HUBS<BR/> SPARE TIRE MOUNT (TOP OF NECK)<BR/> RADIAL TIRES<BR/> 5 DOVETAIL W/ 5 MEGA RAMPS<BR/> GROMMET MOUNT SEALED LIGHTING<BR/> L.E.D. LIGHTING PACKAGE<BR/> STEEL IS CLEANED TO ENSURE PROFESSIONAL SMOOTH FINISH<BR/> SUPERIOR QUALITY FINISH IS APPLIED FOR A HIGHLY DECORATIVE AND PROTECTIVE FINISH<BR/> CASH CHECK OR FINANCED PRICE<BR/> FINANCING AVAILABLE TO THOSE WHO QUALIFY<BR/> NOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS<BR/>","40.00 ft","8.50 ft","","7900.00","17500.00","","9600","","","","2","","","","2-5/16","","","","","","","","","","Black","","","","","","","","","","","","","","0","","","Yes","No","2022-05-19T02:02:45-05:00","0","7","http://dealer-cdn.com/yWOEQR/76gFRA/81509580552c9452002e13d156e9d07b,http://dealer-cdn.com/yWOEQR/tvpQ6C/933819e75c3743c2ca9ccd42a9e342b9,http://dealer-cdn.com/yWOEQR/XesuIK/8b3305c0dcba2c9c321daae384959695,http://dealer-cdn.com/yWOEQR/wu35W4/e1c7ac1459576ff3409e1d048e42e6c8,http://dealer-cdn.com/yWOEQR/IQVSXg/ef1bfb53178c0d37b775454fbb851c83,http://dealer-cdn.com/yWOEQR/lSz6au/762d9c96efc400be6e99e989e1a97090,http://dealer-cdn.com/yWOEQR/0x2Z3Q/3fb4a339946734e9756b0555479fa1ec"
"TB25670","Yes","trailer.flatbed","Available","2022","Big Tex Trailers","14ET-22BK-MR","","2022 Big Tex Trailers 14ET-22BK-MR Flatbed Trailer","$9872.00","$8900.00","$0.00","$0.00","$10243.21","16V1C2721N2198649","New","US","CO","Parker","80134","3038414910","14ETHeavy Duty Tandem Axle Equipment with Mega Ramps*<br/> MADE IN THE U.S.A.<BR/> STANDARD FEATURES<br/> The 14ET Super Duty Tandem Axle Equipment Trailer from Big Tex has an 83-inch width multiple length options and a flush floor providing versatility and exceptional value. 7000-pound axles give the 14ET added weight capacity for unmatched durability and strength.<BR/> Adjustable 2-5/16 14000# Cast Coupler<br/> 12000# Drop Leg Jack- Side Wind Against Bed<br/> Complete Break-A-Way System w/Charger<br/> Sealed Modular Wiring Harness<br/> Fold Back/Wrap Tongue (14 & Longer) <br/> 2 Tubular Stop Rail<br/> Rub rail and Tie Down Pockets Along Sides <br/> 2 Treated Pine Floor<br/> Radial Tires ST235/80R16 Load Range E<br/> 16 X 6 Heavy Black Mod Wheel<br/> EZ Lube Hubs<br/> Nev-R-Adjust Electric Brakes on All Hubs<br/> Cambered Axles<br/> Dexter Brand Axles<br/> Double Broke Diamond Plate Fenders<br/> Spare Tire Mount (Front) <br/> Grommet Mount Sealed Lighting<br/> L.E.D. Lighting Package<br/> 36 Cleated Dovetail<br/> 3 Mega Ramps<br/> Superior Quality Finish is Applied For a Highly Decorative and Protective Finish<br/> CASH CHECK OR FINANCED PRICE<br/> FINANCING AVAILABLE TO THOSE WHO QUALIFY<BR/> NOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS<BR/>","22.00 ft","6.90 ft","","3240.00","14000.00","","10760","","","","2","","","","2-5/16","","","","","","","","","","Black","","","","","","","","","","","","","","0","","","Yes","No","2022-05-25T02:01:26-05:00","0","5","http://dealer-cdn.com/yWOEQR/s6py8O/05fe77c5e46c804678808234696d5073,http://dealer-cdn.com/yWOEQR/zBPKIC/2a4ccdf89ca11e4d9af589e96cf2ef97,http://dealer-cdn.com/yWOEQR/wdIkqG/e9ed5af351b4da8d40a196aa3cf61ed9,http://dealer-cdn.com/yWOEQR/miBzyS/f25aace8d737937fc7a9fbc69843dc39,http://dealer-cdn.com/yWOEQR/T3Ck4W/9297aac9f2d622a4c88592c953d373d5"
"TB25671","Yes","trailer.flatbed","Available","2022","Big Tex Trailers","14ET-22BK-MR","","2022 Big Tex Trailers 14ET-22BK-MR Flatbed Trailer","$9872.00","$8900.00","$0.00","$0.00","$10243.21","16V1C2721N2198652","New","US","CO","Parker","80134","3038414910","14ETHeavy Duty Tandem Axle Equipment with Mega Ramps*<br/> MADE IN THE U.S.A.<BR/> STANDARD FEATURES<br/> The 14ET Super Duty Tandem Axle Equipment Trailer from Big Tex has an 83-inch width multiple length options and a flush floor providing versatility and exceptional value. 7000-pound axles give the 14ET added weight capacity for unmatched durability and strength.<BR/> Adjustable 2-5/16 14000# Cast Coupler<br/> 12000# Drop Leg Jack- Side Wind Against Bed<br/> Complete Break-A-Way System w/Charger<br/> Sealed Modular Wiring Harness<br/> Fold Back/Wrap Tongue (14 & Longer) <br/> 2 Tubular Stop Rail<br/> Rub rail and Tie Down Pockets Along Sides <br/> 2 Treated Pine Floor<br/> Radial Tires ST235/80R16 Load Range E<br/> 16 X 6 Heavy Black Mod Wheel<br/> EZ Lube Hubs<br/> Nev-R-Adjust Electric Brakes on All Hubs<br/> Cambered Axles<br/> Dexter Brand Axles<br/> Double Broke Diamond Plate Fenders<br/> Spare Tire Mount (Front) <br/> Grommet Mount Sealed Lighting<br/> L.E.D. Lighting Package<br/> 36 Cleated Dovetail<br/> 3 Mega Ramps<br/> Superior Quality Finish is Applied For a Highly Decorative and Protective Finish<br/> CASH CHECK OR FINANCED PRICE<br/> FINANCING AVAILABLE TO THOSE WHO QUALIFY<BR/> NOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS<BR/>","22.00 ft","6.90 ft","","3240.00","14000.00","","10760","","","","2","","","","2-5/16","","","","","","","","","","Black","","","","","","","","","","","","","","0","","","Yes","No","2022-05-25T02:01:34-05:00","0","5","http://dealer-cdn.com/yWOEQR/ZIDhjM/ac9b09e1417fe690e9886df2b2e9bfba,http://dealer-cdn.com/yWOEQR/pziOEi/2170c4f53a25b6a225b1f5d5e74fa7dc,http://dealer-cdn.com/yWOEQR/IePnuq/7bff40181a649f9f2bf8d5463ddd1997,http://dealer-cdn.com/yWOEQR/gZ7Vqq/f2a57599961874621c37b59579ae0fce,http://dealer-cdn.com/yWOEQR/AfEZVI/1d78b761ddc82fdca4c5954a7109dd70"
"TB25706","Yes","trailer.utility","Available","2022","Big Tex Trailers","35SV-14BK","","2022 Big Tex Trailers 35SV-14BK Utility Trailer","$4250.00","$3995.00","$0.00","$0.00","$4639.85","16V1W1718N2204990","New","US","CO","Parker","80134","3038414910","35SV Single Axle Vanguard<br/> MADE IN THE U.S.A.<BR/> STANDARD FEATURES<br/> The 30SV Single Axle Vanguard Trailer from Big Tex comes with the pipe-top rail higher sides and multiple length options providing versatility to haul just about anything you need. Protect your cargo and trailer confidently with the 30SV.<BR/> A-Frame Channel Tongue<br/> 2 COUPLER<br/> 2000# Top Wind Jack (Bolted On)<br/> Removable Sand Foot on Jack<br/> Lower Support Jack Plate<br/> (4) Tie Down Pockets on Outside of Frame<br/> Pipe Top Rail<br/> 29-3/8 Tall Sides w/ 24 V-Crimped Steel Panels (16Ga.) <br/> 2 Treated Pine Floor<br/> (4) Tie Down Loops Inside Bed<br/> Radial Tires ST205/75R15 Load Range C<br/> 15 x 5 Black Spoke 5 on 5 Lug Wheels<br/> EZ Lube Hubs<br/> Dexter Brand Axle<br/> Brake Flanges on Axle for Easy Brake Addition<br/> Multi-Leaf Spring Protected Wiring<br/> Grommet Mount Sealed Lighting<br/> L.E.D. Lighting Package<br/> RAMP GATE<br/> Superior Quality Finish is Applied for a Highly Decorative and Protective Finish<br/> CASH CHECK OR FINANCED PRICE<br/> FINANCING AVAILABLE TO THOSE WHO QUALIFY<BR/> NOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS<BR/>","14.00 ft","6.50 ft","","1480.00","2995.00","","1515","","","","1","","","","2","","","","","","","","","","Black","","","","","","","","","","","","","","0","","","Yes","No","2022-06-03T02:02:31-05:00","0","6","http://dealer-cdn.com/yWOEQR/2lA7Qu/544c52bce55e386bfa401f49f44f24f2,http://dealer-cdn.com/yWOEQR/Hs9zns/868e0fa3d498593a968107cfb05068d3,http://dealer-cdn.com/yWOEQR/QsUyem/348b466a2615dff00e418b45baff0f30,http://dealer-cdn.com/yWOEQR/0dNqIS/09c558dac43faa2091b24e6f5be8c4d7,http://dealer-cdn.com/yWOEQR/PDJmsK/fa5d6116f33259284b2f239934804922,http://dealer-cdn.com/yWOEQR/vCZjRw/e5211d84626aeb4178f61fc0c45afc40"
"TM25622","Yes","trailer.utility","Available","2023","Aluma","548S-BT","","2023 Aluma 548S-BT Utility Trailer","$2795.00","$0.00","$0.00","$0.00","$3006.95","1YGUS0812PB251837","New","US","CO","Parker","80134","3038414910","ALUMA- SINGLE AXLE UTILITY TRAILER*<BR/> STANDARD FEATURES<BR/> 2 COUPLER<BR/> A-FRAMED 48 LONG ALUMINUM TONGUE<BR/> SWIVEL TONGUE JACK 800LB CAPACITY<BR/> OVERALL WIDTH = 75.5 <BR/> OVERALL LENGTH = 145 <BR/> ALUMINUM FENDERS<BR/> ALUMINUM WHEELS 5-4.5 BHP<BR/> ST175/80R13 LRC RADIALS (1360 LB CAP/TIRE) EXTRUDED ALUMINUM FLOOR<BR/> 6 FRONT RETAINING BUMPER<BR/> (4) STAKE POCKETS (2 PER SIDE) <BR/> 2000 LB RUBBER TORSION AXLE (NO BRAKES) EZ LUBE HUBS<BR/> 5 YEAR WARRANTY<BR/> CASHCHECK OR FINANCED PRICE<BR/> FINANCING AVAILABLE TO THOSE WHO QUALIFY<BR/> NOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS<BR/>","8.00 ft","4.70 ft","","390.00","2000.00","","1610","","","","1","","","","2","","","","","","","","","","Silver","","","","","","","","","","","","","","0","","","No","No","2022-06-04T01:26:03-05:00","0","6","http://dealer-cdn.com/yWOEQR/urJBwG/9f55624742f63ec312cfd59ca875093b,http://dealer-cdn.com/yWOEQR/d5olgu/8b88d0f0c0791fdeef150b1f00e9b44f,http://dealer-cdn.com/yWOEQR/UxyloO/f96acd87a2c41a5ba2381db5247db404,http://dealer-cdn.com/yWOEQR/SCOFgO/a06e1f8da863f1fe361e3863edc5e006,http://dealer-cdn.com/yWOEQR/q4pAZs/51667133bed75f9f6767f8195c6ee1f2,http://dealer-cdn.com/yWOEQR/2nZi2S/31a58912df23da23f9a5877c374c38af"
"TM25623","Yes","trailer.utility","Available","2023","Aluma","548S-BT","","2023 Aluma 548S-BT Utility Trailer","$2795.00","$0.00","$0.00","$0.00","$3006.95","1YGUS0810PB251836","New","US","CO","Parker","80134","3038414910","ALUMA- SINGLE AXLE UTILITY TRAILER* \nSTANDARD FEATURES \n2 COUPLER \nA-FRAMED 48 LONG ALUMINUM TONGUE \nSWIVEL TONGUE JACK 800LB CAPACITY \nOVERALL WIDTH = 75.5 \nOVERALL LENGTH = 145\nALUMINUM FENDERS \nALUMINUM WHEELS 5-4.5 BHP \nST175/80R13 LRC RADIALS (1360 LB CAP/TIRE) \nEXTRUDED ALUMINUM FLOOR \n6 FRONT RETAINING BUMPER \n(4) STAKE POCKETS (2 PER SIDE) \n2000 LB RUBBER TORSION AXLE (NO BRAKES) EZ LUBE HUBS \n5 YEAR WARRANTY \nCASHCHECK OR FINANCED PRICE \nFINANCING AVAILABLE TO THOSE WHO QUALIFY \nNOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","8.00 ft","4.50 ft","","390.00","2000.00","","1610","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","2022-06-04T01:26:04-05:00","0","6","http://dealer-cdn.com/yWOEQR/4Nvibo/6ea1b81b7828cd4fd5a0ea702a478260,http://dealer-cdn.com/yWOEQR/018OWG/106fd63c97a235b318e0de92079cbeee,http://dealer-cdn.com/yWOEQR/zePi9A/ebf13c8d0f74c04b7cfc9a1cacaa54ef,http://dealer-cdn.com/yWOEQR/FxnGYy/6376e9d33f7bb8bf3c6221b650637b43,http://dealer-cdn.com/yWOEQR/VJpspM/3d5ea127cb52aab5ae07214747ecc785,http://dealer-cdn.com/yWOEQR/FdERpQ/f57521730488a7bcc214a3824843bf3d"
"TM25636","Yes","trailer.utility","Available","2023","Aluma","638S-TG","","2023 Aluma 638S-TG Utility Trailer","$2825.00","$2650.00","$0.00","$0.00","$3042.46","1YGUS081XPB255991","New","US","CO","Parker","80134","3038414910","638S-TG* \nSTANDARD FEATURES \nA-FRAMED ALUMINUM TONGUE 48 LONG WITH 2 COUPLER \nSWIVEL TONGUE JACK 800LB CAPACITY \nSAFETY CHAINS \n6 FRONT RETAINING BUMPER \nEXTRUDED ALUMINUM FLOOR \n4) STAKE POCKETS (2 PER SIDE) \nALUMINUM FENDERS \nALUMINUM WHEELS 5-4.5 BHP \n2000# RUBBER TORSION AXLE - NO BRAKES - EASY LUBE HUBS \nST175/80R13 LRC RADIAL TIRES (1360 LB CAP/TIRE) \nALUMINUM TAILGATE - 59.5 WIDE X 39 LONG \nOVERALL WIDTH = 84.5 \nCASH CHECK OR FINANCED PRICE \nFINANCING AVAILABLE TO THOSE WHO QUALIFY \nNOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","8.00 ft","5.20 ft","","400.00","2000.00","","1600","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","2022-06-04T01:26:06-05:00","0","4","http://dealer-cdn.com/yWOEQR/4IFk0W/bf3c542fb1fa6fcd6e7a3293f8033f7f,http://dealer-cdn.com/yWOEQR/jZbyJE/0a16beee48b71eb7fd47540121df49c7,http://dealer-cdn.com/yWOEQR/EFUULo/ba38e50548e8e5288fc0373871c1afbf,http://dealer-cdn.com/yWOEQR/IlEB2O/49c37e3b083faff1e3de09a2c4800e2a"
"TM25624","Yes","trailer.utility","Available","2023","Aluma","6812H-TILT-S","","2023 Aluma 6812H-TILT-S Utility Trailer","$4825.00","$4525.00","$0.00","$0.00","$5170.32","1YGUS1218PB256667","New","US","CO","Parker","80134","3038414910","6812H TILT* \nALUMINUM TONGUE 48 LONG WITH 2 COUPLER \n7 HEAVY DUTY FRAME RAIL \nSWIVEL TONGUE JACK 800LB CAPACITY \nSAFETY CHAINS \nEXTRUDED ALUMINUM FLOOR \n3500 LB RUBBER TORSION AXLE (RATED AT 2990#) - NO BRAKES- EASY LUBE HUBS \nST205/75R14 LRC RADIAL TIRES \nALUMINUM WHEELS 5 ON 4.5 \nALUMINUM FENDERS \n6) STAKE POCKETS (3 PER SIDE) \n4)TIE DOWN LOOPS(2 PER SIDE) \nLED LIGHTING PACKAGE \nHYDRAULIC DAMPENER \nHYDRAULIC GAS SHOCK FOR LIFT \n15 DEGREE TILT \nOVERALL WIDTH = 92.5 \nCASH CHECK OR FINANCED PRICE \nFINANCING AVAILABLE FOR THOSE WHO QUALIFY \nNOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","12.00 ft","5.60 ft","","660.00","2990.00","","2330","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","2022-06-08T01:11:52-05:00","0","6","http://dealer-cdn.com/yWOEQR/xXe8A4/8ab54883d0e52d4551eb959d62450904,http://dealer-cdn.com/yWOEQR/9O2UDI/803b747a4ec833ff1ec7c512723dfe11,http://dealer-cdn.com/yWOEQR/QLduLo/7041ab85ee64f387f5c8e349eeeb2bcd,http://dealer-cdn.com/yWOEQR/XEwoHg/faa7d960b5c68facd87f23480c48febc,http://dealer-cdn.com/yWOEQR/GfDtSq/228f882c7130cd3b9bcc7f65cf2ec1a7,http://dealer-cdn.com/yWOEQR/KtDeWO/c5c583b34db5e37747793f8ec0f99844"
"TB25582","Yes","trailer.flatbed","Available","2022","Big Tex Trailers","16GN-35+5","","2022 Big Tex Trailers 16GN-35+5 Flatbed Trailer","$24195.00","$22720.00","$0.00","$0.00","$26833.82","16V3F4828N6178546","New","US","CO","Parker","80134","3038414910","16GN SUPER DUTY SINGLE WHEEL TANDEM AXLE* \nSTANDARD FEATURES \nMADE IN U.S.A. \nThe 16GN from Big Tex Trailers is our super-duty single-wheel gooseneck delivering more cargo capacity without the need for dual-wheel axles. This model combines the Big Tex features you know and love like a pierced beam low-profile high tensile steel frame dual 12000# drop-leg jacks an integrated toolbox and Dexter Axles. Plus it's also available with versatile Mega ramps - providing a professional-grade trailer that packs the punch you need for hard work at an exceptional value. \n2-5/16 ADJUSTABLE PIPE COUPLER \n7-WAY RV \nZIP BREAKAWAY CABLE \nCOMPLETE BREAK-A-WAY SYSTEM W/ CHARGER \nSEALED MODULAR WIRING HARNESS \nDUAL 12000LB DROP LEG JACKS (BOLTED ON) W/ GREASABLE HANDLE \nLOCKABLE TOOLBOX BETWEEN GN UPRIGHTS AND LOCKABLE TOOLBOX ATTACHED TO THE SIDE \n(2) SIDE BED STEPS &amp; HANDLES \n102 OVERALL WIDTH \nLOW PROFILE PIERCED-BEAM FRAME DESIGN \n3/8' HEAVY DUTY RUB RAIL \nSTAKE POCKETS ALONG SIDES 24 ON CENTER \n1-1/4 PIPE CHAIN SPOOLS BETWEEN TIE DOWN POCKETS \nEZ LUBE HUBS \nDEXTER 8K TORSION AXLES\nWINCH SLIDE TRACK \nNEV-R-ADJUST ELECTRIC BRAKES ON ALL HUBS \nSPARE TIRE MOUNT (TOP OF NECK) \nRADIAL TIRES \n5' DOVETAIL W/ 5' MEGA RAMPS \nGROMMET MOUNT SEALED LIGHTING \nL.E.D. LIGHTING PACKAGE \nSTEEL IS CLEANED TO ENSURE PROFESSIONAL SMOOTH FINISH \nSUPERIOR QUALITY FINISH IS APPLIED FOR A HIGHLY DECORATIVE AND PROTECTIVE FINISH \nCASH CHECK OR FINANCED PRICE \nFINANCING AVAILABLE TO THOSE WHO QUALIFY \nNOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","40.00 ft","8.50 ft","","6330.00","17500.00","","11170","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No","2022-06-09T06:39:56-05:00","0","5","http://dealer-cdn.com/yWOEQR/sxMrOS/5c4a03eb017d354d563d3f332776e907,http://dealer-cdn.com/yWOEQR/oCRdFQ/3aa71246a6bdb6448c08a9313a341d40,http://dealer-cdn.com/yWOEQR/Z72kU4/0682bc4996e62d05bba22bb8a7a1975c,http://dealer-cdn.com/yWOEQR/H4UC2a/7194a87a5c55197a1834276379e5df6e,http://dealer-cdn.com/yWOEQR/wBiujg/88d26a1e0875f3a9873290a9a0208f64"
"TM25625","Yes","trailer.utility","Available","2023","Aluma","7814-TILT-S-TR","","2023 Aluma 7814-TILT-S-TR Utility Trailer","$5795.00","$5495.00","$0.00","$0.00","$6613.33","1YGUS1416PB256373","New","US","CO","Parker","80134","3038414910","7814 TILT -S-TR* \nSTANDARD FEATURES \n2 COUPLER \nA-FRAMED ALUMINUM TONGUE (48 INCHES LONG) \nSAFETY CHAINS \nSWIVEL TONGUE JACK 800LB CAPACITY \nFRONT AND SIDE RETAINING RAILS \nHYDRAULIC DAMPENER WITH GAS LIFT \nEXTRUDED ALUMINUM FLOOR \nALUMINUM FENDERS \nST205/75R14 LRC RADIAL TIRES (1760 LB CAP/TIRE) \nALUMINUM WHEELS 5-4.5 BHP \n3500 LB RUBBER TORSION AXLE (RATED AT 2990LBS) \nNO BRAKES- EASY LUBE HUBS \n6) STAKE POCKETS (3 PER SIDE) \n4) TIE DOWN LOOPS (2 PER SIDE) \nLED LIGHTING PACKAGE \nOVERALL WIDTH = 101.5 \nOVERALL LENGTH = 227 \n12.5 DEGREE TILT \nCASH CHECK OR FINANCED PRICE \nFINANCING AVAILABLE FOR THOSE WHO QUALIFY \nNOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","14.00 ft","6.50 ft","","750.00","2990.00","","2240","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","2022-06-09T06:40:12-05:00","0","5","http://dealer-cdn.com/yWOEQR/TsQEr2/d7bb3dc5b4f524d203cb1f0c31d55622,http://dealer-cdn.com/yWOEQR/hp2P3Y/94f1eaaf9e305fce265a8fe075bc039e,http://dealer-cdn.com/yWOEQR/7Gl0YS/84198ed3b9338e7345e20b07a1675dbc,http://dealer-cdn.com/yWOEQR/idZ0D2/50378af21cbdc4af7a17de1711bd64ec,http://dealer-cdn.com/yWOEQR/6JRwZ6/99faf4d2a233efbcebda13b9d1fbd8de"
"TM25631","Yes","trailer.utility","Available","2023","Aluma","6812H-TILT-S","","2023 Aluma 6812H-TILT-S Utility Trailer","$4825.00","$4525.00","$0.00","$0.00","$5170.32","1YGUS1216PB256666","New","US","CO","Parker","80134","3038414910","6812H TILT* \nALUMINUM TONGUE 48 LONG WITH 2 COUPLER \n7 HEAVY DUTY FRAME RAIL \nSWIVEL TONGUE JACK 800LB CAPACITY \nSAFETY CHAINS \nEXTRUDED ALUMINUM FLOOR \n3500 LB RUBBER TORSION AXLE (RATED AT 2990#) - NO BRAKES- EASY LUBE HUBS \nST205/75R14 LRC RADIAL TIRES \nALUMINUM WHEELS 5 ON 4.5 \nALUMINUM FENDERS \n6) STAKE POCKETS (3 PER SIDE) \n4)TIE DOWN LOOPS(2 PER SIDE) \nLED LIGHTING PACKAGE \nHYDRAULIC DAMPENER \nHYDRAULIC GAS SHOCK FOR LIFT \n15 DEGREE TILT \nOVERALL WIDTH = 92.5 \nCASH CHECK OR FINANCED PRICE \nFINANCING AVAILABLE FOR THOSE WHO QUALIFY \nNOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","12.00 ft","5.60 ft","","660.00","2990.00","","2330","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","2022-06-09T06:40:20-05:00","0","6","http://dealer-cdn.com/yWOEQR/e308JM/168d4072df0e817a258929ed857c351a,http://dealer-cdn.com/yWOEQR/T8RDma/6113cc667f963dc87f7c2e25fa2f4e90,http://dealer-cdn.com/yWOEQR/IWT2H2/417a91ea5ec5da582e9f0a48dcc129e2,http://dealer-cdn.com/yWOEQR/V0FYqu/b1f541896131cde696511d50c33d7a1d,http://dealer-cdn.com/yWOEQR/uPLhcu/fb33693ab86584c5b6c170fe5a7e77a6,http://dealer-cdn.com/yWOEQR/mBpj96/fea34f97ab05c916f26f22f5e67fdd31"
